Step,VehicleID,Speed,Position,Route,Follower,Lane,Acceleration
273,3,9.924981454736553,"(124.09925156449911, 81.39558821470544)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 35.81185508984231)",e4_0,0.35751310538034886
273,4,7.354549090843648,"(91.71936749837256, 104.75483471891376)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e3_0,-0.667172827757895
273,ev_0,18.974503539386205,"(-44.58270248758801, -26.849265196278488)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e7_2,1.1704908607061952
274,0,8.400541937793605,"(84.5348709688629, -21.160711464574362)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 24.60164753584847)",e5_0,1.1882743485504763
274,1,9.677714059012942,"(104.50403693321209, 3.974195542217636)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 19.60773214859086)",e5_0,1.0641770540969446
274,2,7.4583182542119175,"(121.36668554300182, 25.198973054305796)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 46.20543734846156)",e5_0,-1.7212714112829417
274,3,8.26732903206721,"(126.186354833285, 73.39583652479027)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 37.53168502716903)",e4_0,-1.6576524226693437
274,4,6.547499094740488,"(97.76802232488248, 102.24851203432678)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e3_0,-0.8070499961031601
274,ev_0,17.56673362653237,"(-59.08248779775154, -16.934742540093005)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e7_2,-1.407769912853837
275,0,9.797849664813839,"(78.44001599819762, -28.83221928723711)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 25.991568345387506)",e5_0,1.3973077270202339
275,1,8.407928855274804,"(99.27379675504284, -2.6090338593592364)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 20.63722827225587)",e5_0,-1.269785203738138
275,2,7.3784327316097915,"(116.77685420771712, 19.421817213385783)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 46.29042204888987)",e5_0,-0.079885522602126
275,3,7.29344803118147,"(128.02759995218076, 66.33844556013389)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 37.904096693141355)",e4_0,-0.9738810008857399
275,4,6.921036365209147,"(104.16175516991655, 99.5992027038514)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e3_0,0.3735372704686597
275,ev_0,15.366733626532369,"(-71.76636763792038, -8.261882125012136)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e7_2,-2.1999999999999993
276,0,9.70946473616641,"(68.98219314296557, -30.417484365308674)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 28.66492674352792)",e6_0,-0.08838492864742875
276,1,7.036106338026002,"(94.89691313715544, -8.118155417643429)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 18.482372493582204)",e5_0,-1.3718225172488019
276,2,9.190962116699666,"(111.05951999066598, 12.225489428395406)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 48.656330554284935)",e5_0,1.8125293850898743
276,3,6.825053611304611,"(129.75059799018567, 59.73428913318889)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 37.50865287239753)",e4_0,-0.4683944198768586
276,4,7.2204974320484325,"(110.8321335861954, 96.83526241976921)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e3_0,0.2994610668392852
276,ev_0,19.601433673175052,"(-85.63794697300851, 7.1690915082076545)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e8_2,4.234700046642683
277,0,7.714016989222728,"(61.3172130876945, -31.287467210761346)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 27.936732184069278)",e6_0,-1.9954477469436824
277,1,8.442211548681371,"(89.64534705060169, -14.728227438738621)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 19.933621925563912)",e5_0,1.4061052106553689
277,2,6.990962116699666,"(106.71071880832929, 6.751714834894393)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 47.91183182360123)",e5_0,-2.2
277,3,7.735460847383365,"(131.70343010289307, 52.24919137717828)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 36.022471730356074)",e4_0,0.9104072360787541
277,4,9.221641989424825,"(119.35119231695371, 93.30530232770886)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e3_0,2.001144557376392
277,ev_0,17.401433673175053,"(-92.10206903230483, 23.327260462773836)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e8_2,-2.1999999999999993
278,0,8.510215026792139,"(52.86109631512791, -32.24724485900434)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 28.764872243904556)",e6_0,0.7961980375694111
278,1,7.682074966956861,"(84.8666318835865, -20.743128689462303)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 18.30755283476914)",e5_0,-0.7601365817245096
278,2,9.308144057751633,"(100.9204903379138, -0.5363639167068897)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 50.07975151164442)",e5_0,2.3171819410519676
278,3,7.140224369708449,"(133.5059936108991, 45.34006489311163)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 34.86597899439835)",e4_0,-0.5952364776749164
278,4,8.296717105666175,"(122.8106199416581, 86.33484213504317)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e4_0,-0.9249248837586492
278,ev_0,16.166951741441153,"(-98.10761727311024, 38.339146415666164)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e8_2,-1.2344819317338995
279,0,6.554607368540019,"(46.34815567470881, -32.986470087218684)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 27.136846368477727)",e6_0,-1.95560765825212
279,1,8.182633243966848,"(79.77653919934957, -27.14995642090868)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 18.01507320141549)",e5_0,0.5005582770099863
279,2,8.475112877320498,"(95.64845763539248, -7.172196978098256)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 48.95616862010661)",e5_0,-0.833031180431135
279,3,9.598695768858306,"(130.7676084399493, 37.0317818563682)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 35.90203910390005)",e5_0,2.4584713991498575
279,4,8.562635659356602,"(124.97227394197037, 78.04934160393174)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e4_0,0.26591855369042605
279,ev_0,15.656269404338673,"(-100.55559085418817, 53.555392299379704)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",:gneJ4_5_0,-0.5106823371024802
280,0,9.863819734193385,"(36.54703887174989, -34.09890657411972)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 28.765365450221154)",e6_0,3.309212365653366
280,1,8.23530065244995,"(72.58187043375175, -30.008917419332608)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 16.67587490114979)",e6_0,0.05266740848310292
280,2,9.574498952715658,"(89.69254031374237, -14.668825945330944)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 51.131971803963964)",e5_0,1.0993860753951594
280,3,7.398695768858306,"(126.16517227018356, 31.23876048841106)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 36.16947331180886)",e5_0,-2.2
280,4,7.131261560949497,"(126.77257477149999, 71.14888784163988)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e4_0,-1.4313740984071046
280,ev_0,19.715052405023016,"(-88.79874442973991, 68.91841564840875)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2')","('', -1.0)",e1_2,4.058783000684343
281,0,7.6638197341933845,"(28.93193697453406, -34.96322819911807)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 29.459401734752618)",e6_0,-2.2
281,1,6.969783449661918,"(65.65639292885972, -30.79496599119825)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 16.271159398096053)",e6_0,-1.2655172027880326
281,2,7.3744989527156575,"(85.1051560268067, -20.442901721074264)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 51.983291483442144)",e5_0,-2.2
281,3,6.523179273237474,"(122.10736030346081, 26.131249908514484)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 34.51484528294854)",e5_0,-0.8755164956208317
281,4,8.17780730209779,"(128.83707810570945, 63.23576045418433)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e4_0,1.046545741148293
281,ev_0,17.515052405023017,"(-76.52819654453738, 81.41421557155586)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2')","('', -1.0)",e1_2,-2.1999999999999993
282,0,9.237943206680939,"(19.75271808898283, -36.00507865502279)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('1', 30.288171219171062)",e6_0,1.5741234724875541
282,1,8.409173722262494,"(57.300675155292005, -31.743348253386777)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('2', 17.914809203208343)",e6_0,1.4393902726005763
282,2,6.7655239171501975,"(80.89659103691092, -25.740163000885488)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('3', 50.42064069998108)",e5_0,-0.60897503556546
282,3,8.328174700611271,"(116.92673203225189, 19.610466313142254)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('4', 35.41108665539973)",e5_0,1.8049954273737967
282,4,7.431933328160085,"(130.71328410675733, 56.04436635692782)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1')","('', -1.0)",e4_0,-0.7458739739377052
282,ev_0,17.14399522903841,"(-64.51760077028379, 93.6452914091603)","('e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2', 'e3', 'e4', 'e5', 'e6', 'e7', 'e8', 'e1', 'e2')","('', -1.0)",e1_2,-0.37105717598460686
