Step,VehicleID,Speed,Position,Route,Follower,Lane,Acceleration
451,car1.0,13.212060993241705,"(-2.2461792530569937, 138.58513078164066)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E0_1,3.3773073081392795
451,car2.0,3.8573910335806456,"(49.664565648987704, 133.53920940972455)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,-2.2
452,car1.0,11.75715548461918,"(9.509538047405037, 138.64121996376912)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E0_1,-1.4549055086225255
452,car2.0,5.092851880964011,"(53.16345763933755, 129.8384582660853)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,1.235460847383365
453,car1.0,11.44455507880561,"(20.952693180635258, 138.6958178412093)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E0_1,-0.3126004058135692
453,car2.0,5.733076250672459,"(57.10219668818377, 125.67248427211334)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,0.6402243697084486
454,car1.0,9.882668326152675,"(30.834152617696027, 138.74296451579278)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E0_1,-1.561886752652935
454,car2.0,8.831772019530765,"(63.16980224632595, 119.25482454715525)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,3.098695768858306
455,car1.0,8.095312736542152,"(38.92847510191569, 138.78158435637076)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E0_1,-1.7873555896105238
455,car2.0,10.406852630401843,"(70.31951996133867, 111.69262311781486)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,1.575080610871078
456,car1.0,7.732262986448973,"(46.6597922457975, 138.8184722164896)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E0_1,-0.36304975009317886
456,car2.0,8.206852630401844,"(75.95779329142015, 105.729064787921)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,-2.1999999999999993
457,car1.0,5.5322629864489725,"(51.38077089669311, 136.38818650716277)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_1,-2.2
457,car2.0,6.59373130209779,"(80.48781972428432, 100.93769067623774)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,-1.6131213283040537
458,car1.0,8.504078193141527,"(57.223244184893176, 130.20712913807168)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_1,2.971815206692555
458,car2.0,4.39373130209779,"(83.50640177221726, 97.74495966400099)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,-2.2
459,car1.0,9.886222432407,"(64.01527845018548, 123.02148166041968)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_1,1.3821442392654717
459,car2.0,3.6253293386409027,"(85.9970761687697, 95.1105925138013)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_0,-0.7684019634568875
460,car1.0,12.790588854502335,"(72.80267104295908, 113.72484048443701)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_1,2.904366422095336
460,car2.0,2.5969540742741675,"(86.91604231005518, 94.10442595740345)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",:J2_0_0,-1.0283752643667352
461,car1.0,10.590588854502336,"(80.07861925080142, 106.02723519490317)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_1,-2.1999999999999993
461,car2.0,2.723089005267598,"(87.08411798339813, 93.45293529053282)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",:J2_0_0,0.12613493099343032
462,car1.0,8.390588854502337,"(85.84312307371252, 99.92866579181819)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E1_1,-2.1999999999999993
462,car2.0,3.563076556711808,"(87.1618691159797, 90.19860706534344)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_0,0.8399875514442101
463,car1.0,6.190588854502336,"(89.7663353922504, 95.68686500758487)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",:J2_0_1,-2.2
463,car2.0,4.594327429943137,"(87.2666000208343, 85.60625569020888)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_0,1.031250873231329
464,car1.0,4.5622388790898025,"(90.32207151913582, 92.0233915805433)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_1,-1.628349975412534
464,car2.0,5.700599905969925,"(87.39654917998115, 79.90810765516626)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_0,1.1062724760267884
465,car1.0,4.803232400848158,"(90.43156455881108, 87.22119213289963)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_1,0.2409935217583552
465,car2.0,7.962825887306012,"(87.57806736149824, 71.94870663920963)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_0,2.262225981336087
466,car1.0,6.5111190338457,"(90.5799900679697, 80.71147333970637)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_1,1.7078866329975426
466,car2.0,7.200419630731748,"(87.74220595953211, 64.75138396315776)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_0,-0.7624062565742644
467,car1.0,9.691003744194843,"(90.8009032716008, 71.02255368233824)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_1,3.1798847103491426
467,car2.0,5.000419630731748,"(87.85619401993159, 59.75311505054677)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_0,-2.2
468,car1.0,10.252474759819359,"(91.03461559945904, 60.77228375580056)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_1,0.561471015624516
468,car2.0,4.328244735837506,"(87.9548593838023, 55.426731925348335)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_0,-0.6721748948942414
469,car1.0,8.052474759819358,"(91.2181773896829, 52.72154071098331)","('E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_1,-2.200000000000001
469,car2.0,2.7141986459189216,"(88.01673143895658, 52.71370067669647)","('E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E0', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7')","('', -1.0)",E2_0,-1.6140460899185847
