leader,leader speed,follower,follwer speed,headway
car1.0,11.012593813084624,car1.1,7.525307,19.741836105227307
car1.0,11.246418108425662,car1.1,11.025307,19.96294721365297
car1.0,12.065569354181736,car1.1,12.699006292630212,19.32951027520449
car1.0,15.547316801578365,car1.1,13.265193863730454,21.6116332130524
car1.0,16.428309380153753,car1.1,16.30523135301262,21.734711240193533
car1.0,18.472599730088934,car1.1,17.091484612658725,23.11582635762373
car1.0,20.25151388867069,car1.1,18.98840268870391,24.378937557590504
car1.0,20.47275486745754,car1.1,20.664156255562673,24.187536169485384
car1.0,19.7639952830487,car1.1,20.84413299766032,23.10739845487376
car1.0,19.21499730641778,car1.1,20.101836071926336,22.220559689365217
car1.0,17.01499730641778,car1.1,19.548837571189715,19.686719424593274
car1.0,14.81499730641778,car1.1,17.348837571189716,17.152879159821346
car1.0,12.61499730641778,car1.1,15.148837571189718,14.619038895049407
car1.0,10.414997306417781,car1.1,12.948837571189719,12.085198630277468
car1.0,8.379720885836893,car1.1,10.74883757118972,9.716081944924646
car1.0,6.179720885836892,car1.1,8.71356115060883,7.1822416801527
car1.0,3.979720885836892,car1.1,6.5135611506088305,4.648401415380761
car1.0,7.009787983814627,car1.1,4.31356115060883,7.344628248586554
car1.0,7.939738637739234,car1.1,5.369763556339663,9.914603329986125
car1.0,9.900592633028888,car1.1,3.762583,16.052612963015005
car1.0,13.375936972763762,car1.1,7.262582999999999,22.165966935778766
car1.0,13.185625224975004,car1.1,10.762583,24.589009160753772
car1.0,12.254172331974909,car1.1,14.262583,22.580598492728683
car1.0,10.054172331974907,car1.1,13.86435145037189,18.770419374331702
car1.0,7.854172331974907,car1.1,11.664351450371889,14.960240255934721
car1.0,6.274846696563438,car1.1,9.46435145037189,11.770735502126271
car1.0,4.3121213434388865,car1.1,7.729857223813287,8.352999621751877
car1.0,5.719833616109867,car1.1,5.688040321730255,8.384792916131488
car1.0,3.5198336161098664,car1.1,6.605865037087805,5.298761495153542
car1.0,5.626782030694488,car1.1,4.405865037087805,6.519678488760224
car1.0,9.005505132617731,car1.1,5.0669860291651645,10.458197592212791
car1.0,10.99305135385443,car1.1,3.8564130000000003,17.594835946067217
car1.0,13.443094416650315,car1.1,7.356413,23.681517362717532
car1.0,13.08008401433602,car1.1,10.856413,25.90518837705355
car1.0,11.607139354939012,car1.1,14.356413,23.155914731992553
car1.0,11.34778206882826,car1.1,13.484373072383946,21.019323728436873
car1.0,9.14778206882826,car1.1,12.959539012096362,17.207566785168773
car1.0,6.94778206882826,car1.1,10.759539012096363,13.395809841900672
car1.0,4.7477820688282595,car1.1,8.559539012096362,9.584052898632564
car1.0,3.4610965976038948,car1.1,6.359539012096362,6.685610484140099
car1.0,5.543738413370587,car1.1,4.848569027247998,7.380779870262682
car1.0,5.6864457252681255,car1.1,6.155752232334624,6.911473363196187
car1.0,9.128989565653168,car1.1,4.044073,11.996389928849355
car1.0,10.956944933162443,car1.1,7.544073,15.409261862011796
car1.0,11.992459033617191,car1.1,11.044073000000001,16.357647895628986
car1.0,13.259383390542492,car1.1,12.719823843952492,16.897207442218992
car1.0,13.489132195363194,car1.1,13.778929683639134,16.607409953943055
car1.0,14.289272436407767,car1.1,13.93445758944603,16.962224800904792
car1.0,15.335426626844704,car1.1,14.670979917050198,17.626671510699296
car1.0,17.300462765849808,car1.1,15.629778908970941,19.29735536757815
car1.0,15.100462765849809,car1.1,17.54994934106585,16.847868792362107
car1.0,12.90046276584981,car1.1,15.349949341065852,14.398382217146079
car1.0,10.70046276584981,car1.1,13.149949341065854,11.948895641930022
car1.0,8.50046276584981,car1.1,10.949949341065853,9.49940906671398
car1.0,6.300462765849811,car1.1,8.749949341065854,7.049922491497938
car1.0,4.1004627658498105,car1.1,6.549949341065854,4.600435916281896
car1.0,5.449054691076894,car1.1,4.349949341065853,5.699541266292924
car1.0,8.294639581067171,car1.1,5.5322168828155664,8.461963964544534
car1.0,9.438417610896435,car1.1,4.0065409999999995,13.893840575440969
car1.0,10.857378409661036,car1.1,7.5065409999999995,17.244677985102008
car1.0,11.958636946345363,car1.1,11.006540999999999,18.196773931447375
car1.0,10.475178786954853,car1.1,12.9981597771957,15.673792941206528
car1.0,8.275178786954854,car1.1,11.428918014837658,12.520053713323726
car1.0,7.726961105367174,car1.1,9.228918014837657,11.018096803853254
car1.0,6.87312506169919,car1.1,8.549495029988693,9.341726835563747
car1.0,5.123158649801283,car1.1,7.4900255051653275,6.97485998019971
car1.0,3.1135823312079536,car1.1,5.740059093267425,4.348383218140242
car1.0,3.3692762623405086,car1.1,3.7304827746740905,3.9871767058066636
car1.0,5.258398099672422,car1.1,3.677726484073586,5.5678483214054975
car1.0,6.614952645018139,car1.1,3.903328,8.279472966423633
car1.0,7.596886914675498,car1.1,7.030832725369512,8.845527155729618
car1.0,7.6504674153266485,car1.1,7.908796974939028,8.587197596117239
car1.0,8.95379802024495,car1.1,7.884399960524295,9.656595655837897
car1.0,10.554156615268813,car1.1,9.09415754736354,11.116594723743162
car1.0,12.194327544322423,car1.1,10.666444236963683,12.644478031101897
car1.0,9.994327544322424,car1.1,12.269185958785668,10.369619616638644
car1.0,7.794327544322424,car1.1,10.069185958785669,8.094761202175405
car1.0,6.44686003723275,car1.1,7.8691859587856685,6.672435280622494
car1.0,4.24686003723275,car1.1,6.521718451695999,4.397576866159241
car1.0,4.836847137451173,car1.1,4.3217184516959986,4.912705551914414
car1.0,6.321851049806924,car1.1,4.187084487363421,7.047472114357916
car1.0,6.329383446160705,car1.1,3.8939450000000004,9.482910560518619
car1.0,7.034676211561077,car1.1,7.185169363210007,9.332417408869688
car1.0,9.380017474085093,car1.1,7.608861510888229,11.103573372066549
car1.0,12.85707018945925,car1.1,9.724528653681386,14.236114907844414
car1.0,10.657070189459251,car1.1,13.086744309190111,11.806440788113548
car1.0,8.457070189459252,car1.1,10.886744309190112,9.376766668382679
car1.0,6.2570701894592515,car1.1,8.68674430919011,6.947092548651824
car1.0,4.057070189459251,car1.1,6.486744309190111,4.517418428920962
car1.0,4.720105610858651,car1.1,4.2867443091901105,4.950779730589501
car1.0,5.537094557262959,car1.1,4.79666365076893,5.691210637083525
car1.0,7.4128489469420185,car1.1,4.025307,9.078752584025544
car1.0,9.909300529585222,car1.1,7.525307,11.462746113610768
car1.0,12.82970387740154,car1.1,10.219789646390332,14.07266034462198
car1.0,14.662953454489823,car1.1,13.03669662193828,15.698917177173527
car1.0,17.03848881782126,car1.1,14.81080541487321,17.92660058012158
car1.0,17.652495184634816,car1.1,17.1493777881088,18.429717976647595
car1.0,21.021915203496818,car1.1,17.738742161525124,21.71289101861929
car1.0,21.404185116245415,car1.1,21.090912785009063,22.02616334985565
car1.0,19.623842492698294,car1.1,21.466282939606437,20.183722902947494
car1.0,18.270236041261647,car1.1,19.685940316059316,18.768018628149832
car1.0,19.334845282770523,car1.1,18.325434106471445,19.7774298044489
car1.0,17.320898381357384,car1.1,19.383910229623673,17.71441795618262
car1.0,15.120898381357385,car1.1,17.369963328210538,15.465353009329469
car1.0,12.920898381357386,car1.1,15.16996332821054,13.216288062476316
car1.0,10.720898381357387,car1.1,12.969963328210541,10.967223115623163
car1.0,8.520898381357387,car1.1,10.769963328210542,8.718158168770003
car1.0,6.320898381357387,car1.1,8.569963328210541,6.469093221916843
car1.0,4.120898381357387,car1.1,6.369963328210541,4.220028275063697
car1.0,6.6078024967734965,car1.1,4.1699633282105415,6.657867443626653
car1.0,6.782138594442353,car1.1,4.0688609684214185,9.371145069647586
car1.0,7.541783077309214,car1.1,3.762583,13.150345146956791
car1.0,8.372909748593651,car1.1,7.262582999999999,14.260671895550441
car1.0,9.24938951504168,car1.1,9.63568022826628,13.874381182325841
car1.0,10.30041044404947,car1.1,10.174187848498512,14.000603777876798
car1.0,11.90345020780091,car1.1,11.033540925679114,14.870513059998594
car1.0,10.90654757781801,car1.1,12.397794016500525,13.379266621316084
car1.0,8.70654757781801,car1.1,11.334076155431354,10.751738043702744
car1.0,8.326182922849805,car1.1,9.134076155431355,9.943844811121195
car1.0,6.126182922849805,car1.1,8.730348394917652,7.3396793390533475
car1.0,3.9261829228498044,car1.1,6.530348394917652,4.7355138669854995
car1.0,6.258991140814871,car1.1,4.330348394917652,6.664156612882721
car1.0,8.190597686160729,car1.1,6.056413000000001,8.798341299043443
car1.0,10.633275405330025,car1.1,3.8564130000000008,15.575203704373465
car1.0,13.564630229783617,car1.1,7.356413000000001,21.783420934157082
car1.0,14.614608755113146,car1.1,10.856413,25.541616689270228
car1.0,12.414608755113147,car1.1,14.356413,23.599812444383375
car1.0,10.593149741097875,car1.1,14.12455088856416,20.06841129691709
car1.0,8.518721837654299,car1.1,12.240001710218099,16.347131424353293
car1.0,6.318721837654299,car1.1,10.140459387463238,12.52539387454435
car1.0,4.813512386219949,car1.1,7.940459387463238,9.398446873301069
car1.0,3.286283266615495,car1.1,6.341490548580323,6.343239591336243
car1.0,1.5545600969357416,car1.1,4.676174285983913,3.221625402288069
car1.0,2.0748732259975746,car1.1,2.7103127011440344,None
car1.0,4.579775226536579,car1.1,2.392592963570805,4.773368190107384
car1.0,6.7562060862559825,car1.1,4.626326612452075,6.903247663911291
car1.0,9.037806036883406,car1.1,4.044073,11.896980700794701
car1.0,9.34483193175532,car1.1,7.544073,13.697739632550018
car1.0,10.892191581429355,car1.1,10.215213471914259,14.374717742065116
car1.0,11.121329561110027,car1.1,11.490414011297089,14.005633291878056
car1.0,12.632872014424205,car1.1,11.601880182904699,15.036625123397563
car1.0,16.120522270213254,car1.1,13.033330865919766,18.123816527691055
car1.0,18.040067439399223,car1.1,16.37080905239798,19.793074914692298
car1.0,17.26846339093462,car1.1,18.234734936654007,18.826803368972904
car1.0,15.068463390934621,car1.1,17.463130888189404,16.432135871718117
car1.0,13.068638494433248,car1.1,15.263130888189405,14.237643477961967
car1.0,10.868638494433249,car1.1,13.254262278589744,11.85201969380546
car1.0,8.66863849443325,car1.1,11.054262278589743,9.46639590964898
car1.0,6.468638494433249,car1.1,8.854262278589747,7.080772125492473
car1.0,4.268638494433249,car1.1,6.654262278589747,4.695148341335965
car1.0,4.960303664449016,car1.1,4.454262278589747,5.201189727195244
car1.0,5.281892763575884,car1.1,4.467898309584655,6.0151841811864735
car1.0,6.8448798048862916,car1.1,4.0065409999999995,8.853522986072768
car1.0,6.899986535552303,car1.1,7.34679060018291,8.40671892144216
car1.0,8.557455996060158,car1.1,7.276419632024767,9.68775528547755
car1.0,10.426485614627014,car1.1,8.831824654731605,11.282416245372957
car1.0,10.347169555081429,car1.1,10.597471740776204,11.032114059678186
car1.0,8.821211218960025,car1.1,10.483958456000781,9.369366822637431
car1.0,8.846871687176519,car1.1,8.930642339695506,9.285596170118438
car1.0,6.646871687176518,car1.1,8.934416583764904,6.998051273530052
car1.0,4.681067805954143,car1.1,6.7344165837649035,4.944702495719298
car1.0,2.481067805954143,car1.1,4.768612702542528,2.6571575991309118
car1.0,2.122896083151363,car1.1,2.568612702542528,None
car1.0,5.371945723062754,car1.1,2.205220489869874,5.378166212932632
car1.0,8.283720805994609,car1.1,4.45507251410352,9.20681450482372
car1.0,8.645499668885396,car1.1,3.903328,13.948986173709116
car1.0,11.355523906983809,car1.1,7.403328,17.901182080692926
car1.0,14.160494460012206,car1.1,10.903328,21.15834854070513
car1.0,11.960494460012207,car1.1,14.403328,18.71551500071734
car1.0,9.760494460012207,car1.1,13.086164550129729,15.389844910599813
car1.0,7.560494460012207,car1.1,10.88616455012973,12.064174820482293
car1.0,6.593129937840627,car1.1,8.686164550129728,9.97114020819319
car1.0,4.3931299378406266,car1.1,7.439100020968612,6.925170125065208
car1.0,5.112825662503951,car1.1,5.239100020968612,6.798895766600552
